exercice,etape,depenses_recettes,ordre_reelle,section,chapitre,libelle_chapitre,sous_chapitre,libelle_sous_chapitre,article_par_nature,libelle_article_par_nature,montant
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,13,Formation sanitaire et sociale,6558,Autres contributions obligatoires,47410499.9
2018,BP,D,Réel,Investissement,901,Formation professionnelle et apprentissage,12,Apprentissage,204152,Subv° équip versées Autres gmpts coll et EPL - Bâtiments et installations,32000.0
2018,BP,D,Réel,Investissement,901,Formation professionnelle et apprentissage,12,Apprentissage,204182,Subv° équip versées org publics divers - Bâtiments et installations,369400.0
2018,BP,D,Réel,Investissement,901,Formation professionnelle et apprentissage,13,Formation sanitaire et sociale,238,Avances et acomptes versés sur commandes d'immobilisations corporelles,5847982.74
2018,BP,D,Réel,Fonctionnement,944,Frais de fonctionnement des groupes d'élus,65861,Frais de personnel des groupes d'élus,1,Non Ventilable,812800.0
2018,BP,D,Réel,Fonctionnement,936,gestion des fonds européens,62,FEDER,6574,Subventions de fonctionnement aux personnes de droit privé,5239094.38
2018,BP,D,Réel,Fonctionnement,943,Opérations financières,73913,Attributions de compensation CVAE,1,Non Ventilable,24508478.0
2018,BP,D,Ordre,Investissement,925,Opérations patrimoniales,1318,Autres subventions d'équipement transférables M.O.,1,Non Ventilable,5000000.0
2018,BP,D,Ordre,Investissement,925,Opérations patrimoniales,2762,Créances sur transfert de droits à déduction de T.V.A. (mvt ordre),1,Non Ventilable,401000.0
2018,BP,R,Réel,Investissement,954,Produit de cession des immobilisations,24,Produit de cessions des immobilisations,1,Non Ventilable,10850000.0
2018,BP,D,Réel,Fonctionnement,934,Santé et action sociale,41,Santé,65734,Subventions de fonctionnement aux Communes et structures intercommunales,2423.0
2018,BP,D,Réel,Fonctionnement,934,Santé et action sociale,41,Santé,6574,Subventions de fonctionnement aux personnes de droit privé,241727.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6454,Cotisations aux A.S.S.E.D.I.C.,450000.0
2018,BP,R,Réel,Investissement,907,Environnement,74,Politique de l'eau,1326,Subventions d'équipement non transférables - Autres établissements publics locaux,300000.0
2018,BP,D,Réel,Investissement,907,Environnement,75,Politique de l'énergie,20422,Subv° équip versées pers dt privé - Bâtiments et installations,1781932.32
2018,BP,D,Réel,Investissement,907,Environnement,76,Patrimoine naturel,20422,Subv° équip versées pers dt privé - Bâtiments et installations,48608.0
2018,BP,D,Réel,Investissement,907,Environnement,74,Politique de l'eau,2031,Frais d'études,400000.0
2018,BP,D,Réel,Investissement,909,Action économique,93,"Agriculture, pêche, agro-industrie",204142,Subv° équip versées Communes et struct interco - Bâtiments et installations,446569.0
2018,BP,D,Réel,Investissement,909,Action économique,93,"Agriculture, pêche, agro-industrie",204152,Subv° équip versées Autres gmpts coll et EPL - Bâtiments et installations,1220000.0
2018,BP,D,Réel,Investissement,909,Action économique,93,"Agriculture, pêche, agro-industrie",204182,Subv° équip versées org publics divers - Bâtiments et installations,1383528.9
2018,BP,D,Réel,Investissement,909,Action économique,95,Tourisme et thermalisme,204182,Subv° équip versées org publics divers - Bâtiments et installations,304000.0
2018,BP,D,Réel,Investissement,909,Action économique,92,Recherche et innovation,2031,Frais d'études,40000.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,91,Interventions économiques transversales,6185,Frais de colloques et de séminaires,50000.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,92,Recherche et innovation,6226,Honoraires,300.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6225,Indemnités au comptable et aux régisseurs,10500.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6236,"Catalogues, imprimés et publications",1130029.65
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6238,"Diverses publicité, publications,relations publiques",1398946.68
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6282,Frais de gardiennage,285000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6355,Taxes et impôts sur les véhicules,16000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,21,Conseil Régional,6332,Cotisations versées au F.N.A.L.,28000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,21,Conseil Régional,6532,Frais de mission et de déplacement des élus régionaux,345000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,6247,Transports collectifs du personnel,11500.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,6453,Cotisations aux caisses de retraite,130000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,41,Actions interrégionales,6245,Transports de personnes extérieures à la collectivité,24000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,41,Actions interrégionales,65733,Subventions de fonctionnement aux Départements,1000.0
2018,BP,D,Réel,Investissement,900,Services généraux,202,Autres moyens généraux,2031,Frais d'études,987747.2
2018,BP,D,Réel,Investissement,900,Services généraux,202,Autres moyens généraux,20421,"Subv° équip versées pers dt privé - Biens mobiliers, matériel et études",102468.0
2018,BP,D,Réel,Investissement,900,Services généraux,202,Autres moyens généraux,21838,Autre matériel informatique,985830.04
2018,BP,D,Réel,Investissement,900,Services généraux,202,Autres moyens généraux,2188,Autres,65420.0
2018,BP,D,Ordre,Investissement,926,Transferts entre les sections,139173,Subventions d'équipement transférées au compte de résultat - FEOGA,1,Non Ventilable,22000000.0
2018,BP,D,Ordre,Investissement,926,Transferts entre les sections,13932,Dotation régionale d'équipement scolaire transférée au compte de résultat,1,Non Ventilable,30000000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,28031,Amortissement des frais d'études,1,Non Ventilable,1520000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,28045,Amortissement des subv° d'équipement versées aux tiers (fonds européens),1,Non Ventilable,15000000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,28121,Amortissement des plantations,1,Non Ventilable,10000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,281314,Amortissement des bâtiments culturels et sportifs,1,Non Ventilable,700000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,28151,Amortissement des Réseaux de voirie,1,Non Ventilable,15000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,811,Transport ferroviaire régional des voyageurs,617,Etudes et recherches,279930.0
2018,BP,D,Réel,Fonctionnement,938,Transports,811,Transport ferroviaire régional des voyageurs,6218,Autre personnel extérieur,21200.0
2018,BP,D,Réel,Fonctionnement,938,Transports,811,Transport ferroviaire régional des voyageurs,65641,Participations versées à la SNCF,108606131.18
2018,BP,D,Réel,Fonctionnement,938,Transports,811,Transport ferroviaire régional des voyageurs,65732,Subventions de fonctionnement aux Régions,507771.82
2018,BP,D,Réel,Fonctionnement,938,Transports,811,Transport ferroviaire régional des voyageurs,65734,Subventions de fonctionnement aux Communes et structures intercommunales,464122.2
2018,BP,D,Réel,Fonctionnement,938,Transports,813,Transports scolaires,6568,Autres participations,10857884.45
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,64131,Rémunérations du personnel non titulaire,16000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,6451,Cotisations à l' U.R.S.S.A.F.,290000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,6453,Cotisations aux caisses de retraite,670000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,6458,Cotisations aux autres organismes sociaux,9000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,818,Autres transports en commun,65738,Subventions de fonctionnement aux organismes publics divers,80000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,883,Transports fluviaux,6332,Cotisations versées au F.N.A.L.,29700.0
2018,BP,D,Réel,Fonctionnement,938,Transports,883,Transports fluviaux,6336,Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale,45000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,883,Transports fluviaux,6338,"Autres impôts, taxes et versements assimilés sur rémunérations",15000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,883,Transports fluviaux,6451,Cotisations à l' U.R.S.S.A.F.,950000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,883,Transports fluviaux,6453,Cotisations aux caisses de retraite,1620000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,61558,Entretien et réparations sur autres biens mobiliers,20003.33
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6458,Cotisations aux autres organismes sociaux,8000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,888,Autres,65733,Subventions de fonctionnement aux Départements,5931.32
2018,BP,D,Réel,Investissement,908,Transports,811,Transport ferroviaire régional des voyageurs,2041713,Subv° équip versées SNCF - Projets d'infrastructures d'intérêt national,40010038.49
2018,BP,D,Réel,Investissement,908,Transports,811,Transport ferroviaire régional des voyageurs,21571,Matériel et outillage technique ferroviaire,463543.22
2018,BP,D,Réel,Investissement,908,Transports,811,Transport ferroviaire régional des voyageurs,21821,Matériel de transport ferroviaire,1815556.7
2018,BP,D,Réel,Investissement,908,Transports,812,Gares et autres infrastructures ferroviaires,204142,Subv° équip versées Communes et struct interco - Bâtiments et installations,1903466.02
2018,BP,D,Réel,Investissement,908,Transports,812,Gares et autres infrastructures ferroviaires,2041712,Subv° équip versées SNCF - Bâtiments et installations,1482712.35
2018,BP,D,Réel,Investissement,908,Transports,818,Autres transports en commun,2031,Frais d'études,40509.24
2018,BP,D,Réel,Investissement,908,Transports,818,Autres transports en commun,21318,Autres bâtiments publics,226082.96
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,204131,"Subv° équip versées Départements - Biens mobiliers, matériel et études",140231.92
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,204143,Subv° équip versées Communes et struct interco - Projets d'infrastructures d'intérêt national,863.0
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,204153,Subv° équip versées Autres gmpts coll et EPL - Projets d'infrastructures d'intérêt national,148000.0
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,20422,Subv° équip versées pers dt privé - Bâtiments et installations,295106.39
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,21578,Autre matériel technique,3207.34
2018,BP,R,Réel,Fonctionnement,938,Transports,811,Transport ferroviaire régional des voyageurs,74718,Autres participations de l'Etat,203000.0
2018,BP,R,Réel,Fonctionnement,938,Transports,813,Transports scolaires,7478,Participations des autres organismes,98800.0
2018,BP,R,Réel,Fonctionnement,938,Transports,882,Transports maritimes,74838,Autres attributions de péréquation et de compensation,4156721.0
2018,BP,R,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6419,Remboursements sur rémunérations du personnel,5000.0
2018,BP,R,Réel,Fonctionnement,938,Transports,888,Autres,7588,Autres produits divers de gestion courante,14000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,64112,NBI Supplément famillial de traitement et indemnité de résidence,710000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6472,Prestations familiales direstes,548900.0
2018,BP,D,Réel,Investissement,905,Aménagement des territoires,53,Espace rural et autres espaces de développement,204142,Subv° équip versées Communes et struct interco - Bâtiments et installations,17498857.2
2018,BP,D,Réel,Fonctionnement,935,Aménagement des territoires,56,Technologies de l'information et de la communication,6574,Subventions de fonctionnement aux personnes de droit privé,90380.63
2018,BP,D,Réel,Fonctionnement,935,Aménagement des territoires,56,Technologies de l'information et de la communication,611,Contrats de prestations de services,96630.58
2018,BP,D,Réel,Investissement,905,Aménagement des territoires,56,Technologies de l'information et de la communication,2185,Matériel de téléphonie,9731.63
2018,BP,D,Réel,Investissement,905,Aménagement des territoires,53,Espace rural et autres espaces de développement,2031,Frais d'études,25000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,20,Services communs,6262,Frais de télécommunications,9618.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",65734,Subventions de fonctionnement aux Communes et structures intercommunales,167145.38
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",312,Activités culturelles et artistiques,65738,Subventions de fonctionnement aux organismes publics divers,4193079.65
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",6458,Cotisations aux autres organismes sociaux,4000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",6331,Versement de transport,13100.0
2018,BP,R,Réel,Fonctionnement,941,Autres impôts et taxes,73842,TICPE FPA,1,Non Ventilable,10933900.0
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,204132,Subv° équip versées Départements - Bâtiments et installations,500000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6574,Subventions de fonctionnement aux personnes de droit privé,3255.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,65511,Dotation de fonctionnement des Etablissements publics,30557363.71
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6472,Prestations familiales direstes,918000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,223,Lycées privés,6188,Autres frais divers,14592.49
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,2031,Frais d'études,216554.8
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6451,Cotisations à l' U.R.S.S.A.F.,10174000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6231,Annonces et insertions,5676.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,11,Formation professionnelle,6745,Subventions fonctionnement aux personnes de droit privé,2000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,12,Apprentissage,611,Contrats de prestations de services,240600.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,11,Formation professionnelle,6513,Bourses,2049775.0
2018,BP,D,Réel,Investissement,909,Action économique,92,Recherche et innovation,204142,Subv° équip versées Communes et struct interco - Bâtiments et installations,2765923.06
2018,BP,D,Réel,Investissement,909,Action économique,95,Tourisme et thermalisme,204152,Subv° équip versées Autres gmpts coll et EPL - Bâtiments et installations,699573.6
2018,BP,D,Réel,Investissement,909,Action économique,92,Recherche et innovation,204112,Subv° équip versées Etat - Bâtiments et installations,69778.0
2018,BP,D,Réel,Investissement,909,Action économique,91,Interventions économiques transversales,2051,Concessions et droits similaires,200000.0
2018,BP,D,Réel,Investissement,907,Environnement,74,Politique de l'eau,204151,"Subv° équip versées Autres gmpts coll et EPL - Biens mobiliers, matériel et études",5000.0
2018,BP,D,Réel,Investissement,907,Environnement,71,Actions transversales,20421,"Subv° équip versées pers dt privé - Biens mobiliers, matériel et études",80187.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,10,Services communs,6281,Concours divers (cotisations..),6125.44
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,11,Formation professionnelle,6231,Annonces et insertions,1000.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,71,Actions transversales,65735,"Subventions de fonctionnement aux autres groupements de collectivités, collectivités à statut particulier et EPL",145780.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,74,Politique de l'eau,6561,Participtations aux organismes de regroupement (syndicats mixtes et ententes),300000.0
2018,BP,D,Réel,Investissement,902,Enseignement,23,Enseignement supérieur,20422,Subv° équip versées pers dt privé - Bâtiments et installations,10000.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,75,Politique de l'énergie,678,Autres charges exceptionnelles,15353.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,75,Politique de l'énergie,6231,Annonces et insertions,8343.81
2018,BP,D,Réel,Fonctionnement,939,Action économique,93,"Agriculture, pêche, agro-industrie",6561,Participtations aux organismes de regroupement (syndicats mixtes et ententes),920362.61
2018,BP,D,Réel,Investissement,909,Action économique,91,Interventions économiques transversales,16874,Dettes envers les communes et structures intercommunales,519200.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,95,Tourisme et thermalisme,6236,"Catalogues, imprimés et publications",31300.0
2018,BP,D,Réel,Investissement,902,Enseignement,23,Enseignement supérieur,204142,Subv° équip versées Communes et struct interco - Bâtiments et installations,579188.0
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,21578,Autre matériel technique,2523817.61
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,21312,Bâtiments scolaires,807093.91
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,13,Formation sanitaire et sociale,6513,Bourses,6170000.1
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,12,Apprentissage,6513,Bourses,11050000.0
2018,BP,R,Réel,Fonctionnement,940,Impositions directes,73121,Fonds national de garantie individuelle des ressources régionales,1,Non Ventilable,27608000.0
2018,BP,D,Réel,Fonctionnement,943,Opérations financières,66111,Intérêts réglés à l'échéance,1,Non Ventilable,9200000.0
2018,BP,D,Réel,Fonctionnement,943,Opérations financières,627,Services bancaires et assimilés,1,Non Ventilable,350122.0
2018,BP,D,Ordre,Investissement,925,Opérations patrimoniales,2317,Immobilisations reçues au titre d'une mise à disposition (MO),1,Non Ventilable,63697800.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,71,Actions transversales,65734,Subventions de fonctionnement aux Communes et structures intercommunales,92700.0
2018,BP,R,Réel,Investissement,902,Enseignement,23,Enseignement supérieur,1323,Subventions d'équipement non transférables - Départements,45000.0
2018,BP,R,Réel,Investissement,902,Enseignement,222,Lycées publics,1313,Subventions d'équipement transférables - Départements,670000.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,74,Politique de l'eau,6185,Frais de colloques et de séminaires,80000.0
2018,BP,D,Réel,Investissement,907,Environnement,71,Actions transversales,204142,Subv° équip versées Communes et struct interco - Bâtiments et installations,219813.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,75,Politique de l'énergie,65738,Subventions de fonctionnement aux organismes publics divers,257798.7
2018,BP,D,Réel,Fonctionnement,937,Environnement,75,Politique de l'énergie,6238,"Diverses publicité, publications,relations publiques",26935.64
2018,BP,D,Réel,Fonctionnement,937,Environnement,74,Politique de l'eau,6232,Fêtes et cérémonies,16000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,10,Services communs,6238,"Diverses publicité, publications,relations publiques",12127.7
2018,BP,D,Réel,Investissement,907,Environnement,74,Politique de l'eau,204152,Subv° équip versées Autres gmpts coll et EPL - Bâtiments et installations,776000.0
2018,BP,R,Réel,Fonctionnement,937,Environnement,74,Politique de l'eau,7478,Participations des autres organismes,80000.0
2018,BP,D,Réel,Investissement,902,Enseignement,20,Services communs,20431,"Subv° équip versées ets scolaires - Biens mobiliers, matériel et études",800000.0
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,238,Avances et acomptes versés sur commandes d'immobilisations corporelles,66276008.55
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,2188,Autres,10000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,65735,"Subventions de fonctionnement aux autres groupements de collectivités, collectivités à statut particulier et EPL",1325944.57
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,64132,Supplément familial de traitement et indemnité de résidence,230000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,64131,Rémunérations du personnel non titulaire,6686000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6453,Cotisations aux caisses de retraite,16100000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,10,Services communs,65732,Subventions de fonctionnement aux Régions,20000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,12,Apprentissage,6226,Honoraires,3000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,2804152,Amortissement des subventions d'équipement versées autres gpmts de coll et EPL - Bâtiments et installations,1,Non Ventilable,8000000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,280421,"Amortissement des subventions d'équipement versées pers de dt privé - Mobiliers, matériels, études",1,Non Ventilable,16000000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,2814,Amortissement des constructions sur sol d'autrui,1,Non Ventilable,200000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,2804142,Amortissement des subventions d'équipement versées à des communes et structures interco - Bâtiments et installations,1,Non Ventilable,45000000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,2804113,Amortissement des subventions d'équipement versées à l'Etat - Infra intérêt national,1,Non Ventilable,2000000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,28033,Amortissement des frais d'insertion,1,Non Ventilable,10000.0
2018,BP,R,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,752,Revenus des immeubles,100000.0
2018,BP,R,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,74772,FEDER,469000.0
2018,BP,D,Réel,Investissement,900,Services généraux,44,Aide publique au développement,20422,Subv° équip versées pers dt privé - Bâtiments et installations,258174.35
2018,BP,D,Réel,Fonctionnement,930,Services généraux,42,Actions européennes,6238,"Diverses publicité, publications,relations publiques",55000.0
2018,BP,R,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6419,Remboursements sur rémunérations du personnel,401560.0
2018,BP,D,Réel,Investissement,900,Services généraux,202,Autres moyens généraux,275,Dépots et cautionnements versés,4500.0
2018,BP,D,Réel,Fonctionnement,938,Transports,811,Transport ferroviaire régional des voyageurs,6288,Autres charges diverses sur services extérieurs,20000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,28188,Amortissement des autres immobilisations corporelles,1,Non Ventilable,1010000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,811,Transport ferroviaire régional des voyageurs,611,Contrats de prestations de services,1859351.31
2018,BP,D,Réel,Fonctionnement,938,Transports,811,Transport ferroviaire régional des voyageurs,6226,Honoraires,8000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,6251,"Voyages, déplacements et missions",25000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,6472,Prestations familiales direstes,20000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,814,Transports interurbains,6574,Subventions de fonctionnement aux personnes de droit privé,72481.1
2018,BP,D,Réel,Fonctionnement,938,Transports,813,Transports scolaires,65648,Particapations versées à d'autres organismes de transport,12177116.9
2018,BP,D,Réel,Fonctionnement,938,Transports,812,Gares et autres infrastructures ferroviaires,6234,Réceptions,10000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,814,Transports interurbains,6156,Maintenance,36000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,611,Contrats de prestations de services,641973.73
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6132,Locations immmobilières,47480.92
2018,BP,D,Réel,Investissement,903,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",204151,"Subv° équip versées Autres gmpts coll et EPL - Biens mobiliers, matériel et études",78.56
2018,BP,D,Réel,Investissement,903,"Culture, sports et loisirs",32,Sports,204142,Subv° équip versées Communes et struct interco - Bâtiments et installations,3669275.05
2018,BP,D,Réel,Investissement,903,"Culture, sports et loisirs",32,Sports,20421,"Subv° équip versées pers dt privé - Biens mobiliers, matériel et études",202722.23
2018,BP,D,Réel,Investissement,903,"Culture, sports et loisirs",32,Sports,204132,Subv° équip versées Départements - Bâtiments et installations,25000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",312,Activités culturelles et artistiques,65734,Subventions de fonctionnement aux Communes et structures intercommunales,1133837.32
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",64138,Primes et autres indemnités,10000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",312,Activités culturelles et artistiques,6185,Frais de colloques et de séminaires,10000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",312,Activités culturelles et artistiques,611,Contrats de prestations de services,436513.18
2018,BP,R,Réel,Fonctionnement,941,Autres impôts et taxes,73822,TICPE Ressources régionales d'apprentissage,1,Non Ventilable,6844000.0
2018,BP,R,Réel,Fonctionnement,939,Action économique,91,Interventions économiques transversales,7621,Produits des autres immobilisations financières - encaissés à l'échéance,267250.0
2018,BP,D,Réel,Fonctionnement,935,Aménagement des territoires,53,Espace rural at autres espaces de développement,6182,Documentation générale et technique,10000.0
2018,BP,D,Réel,Fonctionnement,935,Aménagement des territoires,53,Espace rural at autres espaces de développement,6226,Honoraires,10000.0
2018,BP,D,Réel,Investissement,905,Aménagement des territoires,53,Espace rural et autres espaces de développement,204181,"Subv° équip versées org publics divers - Biens mobiliers, matériel et études",10000.0
2018,BP,D,Réel,Investissement,905,Aménagement des territoires,53,Espace rural et autres espaces de développement,20421,"Subv° équip versées pers dt privé - Biens mobiliers, matériel et études",10000.0
2018,BP,D,Réel,Investissement,905,Aménagement des territoires,56,Technologies de l'information et de la communication,2051,Concessions et droits similaires,5564.16
2018,BP,D,Réel,Fonctionnement,939,Action économique,95,Tourisme et thermalisme,6561,Participtations aux organismes de regroupement (syndicats mixtes et ententes),165000.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,95,Tourisme et thermalisme,65734,Subventions de fonctionnement aux Communes et structures intercommunales,310000.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,93,"Agriculture, pêche, agro-industrie",6185,Frais de colloques et de séminaires,2000.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,93,"Agriculture, pêche, agro-industrie",6226,Honoraires,1000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",32,Sports,65738,Subventions de fonctionnement aux organismes publics divers,455875.0
2018,BP,R,Réel,Fonctionnement,942,Dotations et participations,74835,Dotation pour transfert de compensation d'exonération de fiscalité directe locale,1,Non Ventilable,7490000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,20,Services communs,62878,Remboursements de frais à des tiers,1000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,60632,Fournitures de petit équipement,871037.72
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,61558,Entretien et réparations sur autres biens mobiliers,180755.68
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,614,Charges locatives et de copropriété,5955.77
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6156,Maintenance,376327.01
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,6251,"Voyages, déplacements et missions",5500.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6472,Prestations familiales direstes,10000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,21,Conseil Régional,6535,Formation des élus régionaux,124500.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6248,Divers transports de biens et transports collectifs,57318.47
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6232,Fêtes et cérémonies,70000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6156,Maintenance,797500.0
