exercice,d_r,i_f,ordre_o_n,code_chapitre,libelle_chapitre,code_ss_fonction,libelle_ss_fonction,code_article,libelle_article,montant
2012,D,F,N,12,CHARGES DE PERSONNEL,422,Autres activités pour les jeunes,64832,C.P.A - CONTRIBUTIONS AU FONDS DE COMPENSATION,0.0
2012,D,F,N,12,CHARGES DE PERSONNEL,510,Santé - services communs,6451,COTISATIONS A L'U.R.S.S.A.F.,345290.77
2012,D,F,N,12,CHARGES DE PERSONNEL,510,Santé - services communs,64832,C.P.A - CONTRIBUTIONS AU FONDS DE COMPENSATION,0.0
2012,D,F,N,12,CHARGES DE PERSONNEL,520,Interventions sociales - services communs,6216,PERSONNEL AFFECTE PAR LE GFP DE RATTACHEMENT,189780.5
2012,D,F,N,12,CHARGES DE PERSONNEL,520,Interventions sociales - services communs,64131,PERSONNEL NON TITULAIRE - REMUNERATIONS,651384.3
2012,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,6478,AUTRES CHARGES SOCIALES DIVERSES,27415.8
2012,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,64832,C.P.A - CONTRIBUTIONS AU FONDS DE COMPENSATION,0.0
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2111,TERRAINS NUS,330647.32
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,21312,BATIMENTS SCOLAIRES,1412218.31
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2132,IMMEUBLES DE RAPPORT,0.0
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2141,Non Renseigné,0.0
2012,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2111,TERRAINS NUS,0.0
2012,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2312,IMMOBILISATIONS EN COURS - TERRAINS,5909.44
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,322,Musées,1322,SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES REGIONS,773944.53
2012,D,I,N,204,SUBVENTIONS D'EQUIPEMENT VERSEES,324,Entretien du Patrimoine culturel,2041512,SUBV. EQPT AU GFP RATTACHEMENT BATIMENTS ET INSTALLATIONS,700000.0
2012,D,I,N,204,SUBVENTIONS D'EQUIPEMENT VERSEES,520,Interventions sociales - services communs,20422,SUBV. EQPT PERSONNES DT PRIVE BATIMENTS ET INSTALLATIONS,0.0
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,20,Administration générale de la collectivité,2183,MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE,694301.15
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,321,Bibliothèques et médiathèques,2184,MOBILIER,0.0
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,823,Espaces verts urbains,2183,MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE,16372.27
2012,D,I,N,23,IMMOBILISATIONS EN COURS,61,Services en faveur des personnes agées,2313,IMMOBILISATIONS EN COURS - CONSTRUCTIONS,97829.8
2012,D,I,N,23,IMMOBILISATIONS EN COURS,823,Espaces verts urbains,238,AVANCES VERSEES SUR COMMANDES D IMMO. CORPORELLES EN COURS,247572.0
2012,D,I,N,27,AUTRES IMMOBILISATIONS  FINANCIERES,321,Bibliothèques et médiathèques,2764,AUTRES CREANCES IMMO. -  AUTRES PERSONNES DE DROIT PRIVE,1215374.51
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,21,Administration générale assemblée locale,6535,FORMATION ELUS,40754.17
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,411,"Salles de sport, gymnases",6542,CREANCES ETEINTES,898.71
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,823,Espaces verts urbains,6574,SUBV. FONCT ASSOCIATIONS ET AUTRES PERSONNES DE DROIT PRIVE,1215.0
2012,D,F,N,656,FRAIS DE FONCTIONNEMENT DES GROUPES D'ELUS,1,Services généraux opérations non ventilables,6561,FRAIS DE FCT GROUPES D'ELUS - FRAIS DE PERSONNEL,171365.42
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,522,Actions en faveur de l'enfance et l'adolescence,7474,PARTICIPATIONS - COMMUNES,0.0
2012,R,F,N,75,AUTRES PRODUITS DE GESTION COURANTE,20,Administration générale de la collectivité,758,PRODUITS DIVERS DE GESTION COURANTE,1007300.31
2012,R,F,N,75,AUTRES PRODUITS DE GESTION COURANTE,510,Santé - services communs,752,REVENUS DES IMMEUBLES,25138.48
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,112,Police Municipale,60632,FOURNITURES DE PETIT EQUIPEMENT,1860.49
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,255,Autres enseignements,60632,FOURNITURES DE PETIT EQUIPEMENT,695.45
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,311,Culture - Expression musicale lyrique,6261,FRAIS D'AFFRANCHISSEMENT,684.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,312,Culture - Arts plastiques et autres activités,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,323,Archives,6247,TRANSPORTS COLLECTIFS,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,323,Archives,6257,RECEPTIONS,130.01
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,411,"Salles de sport, gymnases",6241,TRANSPORT DE BIENS,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,60632,FOURNITURES DE PETIT EQUIPEMENT,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6251,VOYAGES ET DEPLACEMENTS,860.48
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,6132,LOCATIONS IMMOBILIERES,382.92
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,63,Aides à la Famille,6238,"PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS",39.5
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,323,Archives,6156,MAINTENANCE,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,33,Action culturelle,6064,FOURNITURES ADMINISTRATIVES,32682.85
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6283,FRAIS DE NETTOYAGE DES LOCAUX,400629.49
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6247,TRANSPORTS COLLECTIFS,1800.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,63,Aides à la Famille,60631,FOURNITURES D'ENTRETIEN,166.84
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,63,Aides à la Famille,60632,FOURNITURES DE PETIT EQUIPEMENT,839.16
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,60632,FOURNITURES DE PETIT EQUIPEMENT,26708.95
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6064,FOURNITURES ADMINISTRATIVES,11075.67
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,34363.62
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,91,Marchés et droits de place,6288,DIVERS - AUTRES SERVICES EXTERIEURS,14609.94
2012,D,F,N,12,CHARGES DE PERSONNEL,110,Sécurité intérieure - services communs,6478,AUTRES CHARGES SOCIALES DIVERSES,18499.66
2012,D,F,N,12,CHARGES DE PERSONNEL,213,Classes regroupées,64118,PERSONNEL TITULAIRE - AUTRES INDEMNITES,3100579.52
2012,D,F,N,12,CHARGES DE PERSONNEL,33,Action culturelle,6453,COTISATIONS AUX CAISSES DE RETRAITE,2706276.72
2012,D,F,N,12,CHARGES DE PERSONNEL,520,Interventions sociales - services communs,6488,AUTRES CHARGES DE PERSONNEL,78374.58
2012,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6478,AUTRES CHARGES SOCIALES DIVERSES,1367.08
2012,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2318,AUTRES IMMOBILISATIONS CORPORELLES EN COURS,0.0
2012,D,F,O,42,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,1,Services généraux opérations non ventilables,6862,DOTATIONS AMORTISSEMENTS CHARGES FINANCIERES A REPARTIR,134804.25
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,324,Entretien du Patrimoine culturel,1323,SUBVENTIONS EQUIPEMENT NON TRANSFERABLES DEPARTEMENTS,462932.0
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,411,"Salles de sport, gymnases",2184,MOBILIER,16281.86
2012,D,I,N,23,IMMOBILISATIONS EN COURS,823,Espaces verts urbains,2313,IMMOBILISATIONS EN COURS - CONSTRUCTIONS,798681.32
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,48,Autres actions de coopération décentralisée,651,"REDEVANCES POUR CONCESSIONS, BREVETS, LICENCES, PROCEDES,...",1706.0
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,64,Crèches et garderies,65732,SUBVENTIONS DE FONCTIONNEMENT VERSEES AUX  REGIONS,59500.0
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,830,Environnement - services communs,6554,CONTRIBUTIONS AUX ORGANISMES DE REGROUPEMENT,104877.15
2012,R,F,N,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",26,Cimetières et Pompes funèbres,7066,REDEVANCES ET DROITS SERVICES A CARACTERE SOCIAL,37046.19
2012,R,F,N,73,IMPOTS ET TAXES,91,Marchés et droits de place,7338,AUTRES TAXES D'UTILISATION DES SERV. PUBLICS ET DU DOMAINE,335125.68
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,20,Administration générale de la collectivité,7477,PARTICIPATIONS - FONDS EUROPEENS,3325.7
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,20,Administration générale de la collectivité,7478,PARTICIPATIONS D'AUTRES ORGANISMES,26343.39
2012,R,F,N,75,AUTRES PRODUITS DE GESTION COURANTE,422,Autres activités pour les jeunes,752,REVENUS DES IMMEUBLES,1007342.09
2012,R,F,N,78,REPRISES SUR AMORTISSEMENTS ET PROVISIONS,1,Services généraux opérations non ventilables,7815,REPRISE SUR PROVISIONS PR RISQUES ET CHARGES DE FCT COURANT,450000.0
2012,D,I,N,1,RESULTAT D'INVESTISSEMENT REPORTE,1,Services généraux opérations non ventilables,1,RESULTAT D'INVESTISSEMENT REPORTE,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,254,Médecine scolaire,60623,ALIMENTATION,519.61
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,255,Autres enseignements,6065,"LIVRES, DISQUES, CASSETTES  (BIBLIOTHEQUES ET MEDIATHEQUES)",11083.59
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,311,Culture - Expression musicale lyrique,6068,AUTRES MATIERES ET FOURNITURES,18989.47
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,322,Musées,6042,ACHATS DE PRESTATIONS DE SERVICES,248490.91
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,60631,FOURNITURES D'ENTRETIEN,30140.21
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,6068,AUTRES MATIERES ET FOURNITURES,944686.34
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,61551,ENTRETIEN ET REPARATIONS - MATERIEL ROULANT,6876.1
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,6227,FRAIS D'ACTES ET DE CONTENTIEUX,208143.86
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,6355,TAXES ET IMPOTS SUR LES VEHICULES,10381.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,22,Administration générale de l'Etat,60623,ALIMENTATION,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,23,"Information, communication, publicité",6237,PUBLICATIONS,690164.42
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,23,"Information, communication, publicité",6281,CONCOURS DIVERS (COTISATIONS),0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,26,Cimetières et Pompes funèbres,6064,FOURNITURES ADMINISTRATIVES,2215.92
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,213,Classes regroupées,6228,REMUNERATIONS D'INTERMEDIAIRES ET HONORAIRES- DIVERS,1074.4
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,251,Hébergement et restauration scolaire,6135,LOCATIONS MOBILIERES,99992.33
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,322,Musées,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,2311.71
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,60636,VETEMENTS DE TRAVAIL,500.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,6281,CONCOURS DIVERS (COTISATIONS),1000.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6358,"AUTRES IMPOTS, TAXES ET VRSTS ASSIMILES (ADM IMPOTS)",0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,61551,ENTRETIEN ET REPARATIONS - MATERIEL ROULANT,10761.01
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,91,Marchés et droits de place,60623,ALIMENTATION,134.5
2012,D,F,N,12,CHARGES DE PERSONNEL,510,Santé - services communs,64111,PERSONNEL TITULAIRE- REMUNERATION PRINCIPALE,1305129.82
2012,D,F,N,12,CHARGES DE PERSONNEL,520,Interventions sociales - services communs,64111,PERSONNEL TITULAIRE- REMUNERATION PRINCIPALE,1318119.41
2012,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,64112,"PERSONNEL TITULAIRE - NBI, SFT, INDEMNITE RESIDENCE",405319.58
2012,D,I,O,40,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,20,Administration générale de la collectivité,2313,IMMOBILISATIONS EN COURS - CONSTRUCTIONS,6106.81
2012,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2113,TERRAINS AMENAGES AUTRES QUE VOIRIE,1130.44
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,422,Autres activités pour les jeunes,2188,AUTRES IMMOBILISATIONS CORPORELLES,97337.85
2012,R,I,N,23,IMMOBILISATIONS  EN COURS,411,"Salles de sport, gymnases",2313,IMMOBILISATIONS EN COURS - CONSTRUCTIONS,752.7
2012,D,I,N,27,AUTRES IMMOBILISATIONS  FINANCIERES,20,Administration générale de la collectivité,2764,AUTRES CREANCES IMMO. -  AUTRES PERSONNES DE DROIT PRIVE,240000.0
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,321,Bibliothèques et médiathèques,6541,CREANCES ADMISES EN NON VALEUR,4012.75
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,324,Entretien du Patrimoine culturel,651,"REDEVANCES POUR CONCESSIONS, BREVETS, LICENCES, PROCEDES,...",418.6
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,520,Interventions sociales - services communs,65738,SUBV. FONCTIONNEMENT VERSEES AUX AUTRES ORGANISMES PUBLICS,0.0
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,1,Services généraux opérations non ventilables,7411,D.G.F. - DOTATION FORFAITAIRE,75978282.0
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,1,Services généraux opérations non ventilables,74123,D.G.F. - DOTATION DE SOLIDARITE URBAINE,5669219.0
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,255,Autres enseignements,7488,AUTRES ATTRIBUTIONS ET PARTICIPATIONS,26595.9
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,64,Crèches et garderies,7473,PARTICIPATIONS - DEPARTEMENTS,18300.0
2012,R,F,N,75,AUTRES PRODUITS DE GESTION COURANTE,23,"Information, communication, publicité",758,PRODUITS DIVERS DE GESTION COURANTE,68896.87
2012,R,F,N,75,AUTRES PRODUITS DE GESTION COURANTE,414,Autres équipements sportifs ou de loisir,757,REDEVANCES VERSEES PAR FERMIERS & CONCESSIONNAIRES,572.0
2012,R,F,N,77,PRODUITS EXCEPTIONNELS,311,Culture - Expression musicale lyrique,7788,PRODUITS EXCEPTIONNELS DIVERS,1200.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,26,Cimetières et Pompes funèbres,6068,AUTRES MATIERES ET FOURNITURES,85.73
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,26,Cimetières et Pompes funèbres,611,CONTRATS PRESTATIONS DE SERVICES,8622.42
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,110,Sécurité intérieure - services communs,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,1510.35
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,112,Police Municipale,6042,ACHATS DE PRESTATIONS DE SERVICES,64727.12
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,213,Classes regroupées,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,13291.52
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,251,Hébergement et restauration scolaire,6288,DIVERS - AUTRES SERVICES EXTERIEURS,176.04
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,322,Musées,6238,"PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS",0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,33,Action culturelle,6251,VOYAGES ET DEPLACEMENTS,107.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6042,ACHATS DE PRESTATIONS DE SERVICES,7938.66
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6257,RECEPTIONS,4106.8
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,6064,FOURNITURES ADMINISTRATIVES,20041.14
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6042,ACHATS DE PRESTATIONS DE SERVICES,2004.85
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6132,LOCATIONS IMMOBILIERES,1303.6
2012,D,F,N,12,CHARGES DE PERSONNEL,20,Administration générale de la collectivité,64731,ALLOCATIONS DE CHOMAGE VERSEES DIRECTEMENT,34052.98
2012,D,F,N,12,CHARGES DE PERSONNEL,110,Sécurité intérieure - services communs,6331,VERSEMENT DE TRANSPORT,122148.56
2012,D,F,N,12,CHARGES DE PERSONNEL,110,Sécurité intérieure - services communs,64112,"PERSONNEL TITULAIRE - NBI, SFT, INDEMNITE RESIDENCE",357132.09
2012,D,F,N,12,CHARGES DE PERSONNEL,110,Sécurité intérieure - services communs,64131,PERSONNEL NON TITULAIRE - REMUNERATIONS,251248.42
2012,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,6458,COTISATIONS AUX AUTRES ORGANISMES SOCIAUX,63647.0
2012,R,I,O,21,VIREMENT DE LA SECTION FONCTIONNEMENT,1,Services généraux opérations non ventilables,21,VIREMENT DE LA SECTION FONCTIONNEMENT,0.0
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2188,AUTRES IMMOBILISATIONS CORPORELLES,0.0
2012,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,168751,AUTRES DETTES / GFP DE RATTACHEMENT,0.0
2012,R,I,N,10,"DOTATIONS, FONDS DIVERS ET RESERVES",1,Services généraux opérations non ventilables,1068,EXCEDENTS DE FONCTIONNEMENT CAPITALISES,44480294.95
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,110,Sécurité intérieure - services communs,1321,SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT,24000.0
2012,D,I,N,20,IMMOBILISATIONS INCORPORELLES,411,"Salles de sport, gymnases",2051,CONCESSIONS ET DROITS SIMILAIRES,0.0
2012,D,I,N,20,IMMOBILISATIONS INCORPORELLES,820,Aménagements urbains - services communs,202,"FRAIS DE REALISATION DOC D'URBANISME, NUMERISATION CADASTRE",6856.17
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,322,Musées,2184,MOBILIER,32016.25
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,40,Sports et Jeunesse - Services communs,2188,AUTRES IMMOBILISATIONS CORPORELLES,517.27
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,510,Santé - services communs,2183,MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE,4166.96
2012,D,I,N,23,IMMOBILISATIONS EN COURS,823,Espaces verts urbains,2318,AUTRES IMMOBILISATIONS CORPORELLES EN COURS,714784.6
2012,R,I,N,27,AUTRES IMMOBILISATIONS  FINANCIERES,1,Services généraux opérations non ventilables,276351,AUTRES CREANCES IMMOBILISEES - GFP DE RATTACHEMENT,6468704.12
2012,D,I,N,4541,TRAVAUX EFFECTUES D'OFFICE PR LE COMPTE DE TIERS - DEPENSES,20,Administration générale de la collectivité,4541,TRAVAUX EFFECTUES D'OFFICE PR LE COMPTE DE TIERS - DEPENSES,34140.42
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,20,Administration générale de la collectivité,658,CHARGES DIVERSES DE GESTION COURANTE,26543.74
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,321,Bibliothèques et médiathèques,651,"REDEVANCES POUR CONCESSIONS, BREVETS, LICENCES, PROCEDES,...",3353.92
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,422,Autres activités pour les jeunes,657362,SUBVENTIONS DE FONCTIONNEMENT VERSEES AU CCAS,8913.75
2012,D,F,N,67,CHARGES EXCEPTIONNELLES,23,"Information, communication, publicité",6714,BOURSES ET PRIX,15000.0
2012,D,F,N,67,CHARGES EXCEPTIONNELLES,830,Environnement - services communs,6713,SECOURS ET DOTS,0.0
2012,R,F,N,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",20,Administration générale de la collectivité,70846,MISE A DIPOSITION DE PERSONNEL FACTUREE/ GFP DE RATTACHEMENT,36013.14
2012,R,F,N,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",414,Autres équipements sportifs ou de loisir,70631,REDEV. ET DROITS SERVICES A CARACTERE SPORTIF & DE LOISIRS,135721.39
2012,R,F,N,75,AUTRES PRODUITS DE GESTION COURANTE,422,Autres activités pour les jeunes,758,PRODUITS DIVERS DE GESTION COURANTE,172054.1
2012,R,F,N,77,PRODUITS EXCEPTIONNELS,1,Services généraux opérations non ventilables,7788,PRODUITS EXCEPTIONNELS DIVERS,22.7200000000012
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,61521,ENTRETIEN ET REPARATIONS - TERRAINS,100649.24
2012,D,F,N,12,CHARGES DE PERSONNEL,20,Administration générale de la collectivité,6417,REMUNERATION DES APPRENTIS,263679.94
2012,D,F,N,12,CHARGES DE PERSONNEL,23,"Information, communication, publicité",6453,COTISATIONS AUX CAISSES DE RETRAITE,106380.03
2012,D,F,N,12,CHARGES DE PERSONNEL,324,Entretien du Patrimoine culturel,64131,PERSONNEL NON TITULAIRE - REMUNERATIONS,399638.09
2012,D,F,N,12,CHARGES DE PERSONNEL,40,Sports et Jeunesse - Services communs,6332,COTISATIONS VERSEES AU F.N.A.L.,41712.53
2012,D,F,N,12,CHARGES DE PERSONNEL,40,Sports et Jeunesse - Services communs,6336,COTISATIONS AU CENTRE NATIONAL ET DE GESTION DE LA FPT,75154.96
2012,D,F,N,12,CHARGES DE PERSONNEL,40,Sports et Jeunesse - Services communs,6454,COTISATIONS AUX A.S.S.E.D.I.C.,68947.31
2012,D,F,N,12,CHARGES DE PERSONNEL,510,Santé - services communs,64131,PERSONNEL NON TITULAIRE - REMUNERATIONS,282194.97
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28041512,AMORT. SUBV. EQPT ORG. PUB. GTPS COLLEC-GFP RATTACHEMT/BATIM,58648.98
2012,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,168751,AUTRES DETTES - GFP DE RATTACHEMENT,214619.27
2012,D,I,N,20,IMMOBILISATIONS INCORPORELLES,324,Entretien du Patrimoine culturel,2031,FRAIS D'ETUDES,52731.8
2012,D,I,N,204,SUBVENTIONS D'EQUIPEMENT VERSEES,324,Entretien du Patrimoine culturel,20422,SUBV. EQPT PERSONNES DT PRIVE BATIMENTS ET INSTALLATIONS,716296.98
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,311,Culture - Expression musicale lyrique,2188,AUTRES IMMOBILISATIONS CORPORELLES,31432.43
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,60612,ENERGIE,5934228.87
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,60636,VETEMENTS DE TRAVAIL,66467.9
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,80451.07
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,23,"Information, communication, publicité",6132,LOCATIONS IMMOBILIERES,20112.68
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,23,"Information, communication, publicité",6236,CATALOGUES ET IMPRIMES,215112.53
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,26,Cimetières et Pompes funèbres,60631,FOURNITURES D'ENTRETIEN,1487.29
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,48,Autres actions de coopération décentralisée,6135,LOCATIONS MOBILIERES,400.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,255,Autres enseignements,6262,FRAIS DE TELECOMMUNICATIONS,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,311,Culture - Expression musicale lyrique,60623,ALIMENTATION,422.37
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,311,Culture - Expression musicale lyrique,6241,TRANSPORT DE BIENS,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,321,Bibliothèques et médiathèques,6236,CATALOGUES ET IMPRIMES,15166.47
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,6236,CATALOGUES ET IMPRIMES,95.68
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,60631,FOURNITURES D'ENTRETIEN,11730.54
2012,D,I,N,23,IMMOBILISATIONS EN COURS,20,Administration générale de la collectivité,2315,"IMMO. EN COURS- INSTALLATIONS, MATERIEL OUTILLAGE TECHNIQUES",446.65
2012,D,I,N,23,IMMOBILISATIONS EN COURS,321,Bibliothèques et médiathèques,2313,IMMOBILISATIONS EN COURS - CONSTRUCTIONS,180579.92
2012,D,I,N,23,IMMOBILISATIONS EN COURS,824,Autres opérations d'aménagement urbain,237,AVANCES VERSEES SUR COMMANDES IMMO. INCORPORELLES EN COURS,266164.0
